Date,Mean_Ice_Concentration_12km,DOY,Mean_Ice_Concentration_perc_12km,Mean_Ice_Concentration_perc_3km,Mean_Ice_Concentration_3km
2013-01-01,0.9953078556263272,0,99.5307855626327,99.1656734207389,0.991656734207389
2013-01-02,0.9891932059447984,1,98.91932059447984,97.8678320752218,0.978678320752218
2013-01-03,0.9935031847133756,2,99.35031847133756,97.7486425638988,0.977486425638988
2013-01-04,0.9673885350318472,3,96.73885350318471,94.6364719904648,0.946364719904648
2013-01-05,0.9480891719745224,4,94.80891719745225,92.822142762548,0.92822142762548
2013-01-06,0.9846709129511676,5,98.46709129511676,98.0267514236524,0.980267514236524
2013-01-07,0.9943736730360934,6,99.43736730360934,99.0994570255595,0.990994570255595
2013-01-08,0.9942887473460722,7,99.42887473460722,97.8545887961859,0.9785458879618589
2013-01-09,0.9781528662420382,8,97.81528662420382,96.3051251489868,0.963051251489868
2013-01-10,0.9011889596602972,9,90.11889596602973,93.3518739239835,0.9335187392398351
2013-01-11,0.9659023354564756,10,96.59023354564756,95.3913388955105,0.953913388955105
2013-01-12,0.9772611464968154,11,97.72611464968152,97.3381009137862,0.9733810091378621
2013-01-13,0.996135881104034,12,99.6135881104034,99.3378360482055,0.9933783604820551
